Linha,prefixo,count,,,,,,,
941,7300,615,,,,,,,
907,7402,614,,,,,,,
908,7503,612,,,,,,,
947,7405,611,,,,,,,
930EX1,6603,610,,,,,,,
901,7514,609,,,,,,,
905EX1,8621,609,,,,,,,
912BI1,8432,609,,,,,,,
930,8667,609,,,,,,,
931,7302,609,,,,,,,
943,7131,609,,,,,,,
904,8616,608,,,,,,,
933,7258,608,,,,,,,
902,7202,607,,,,,,,
919,7156,607,,,,,,,
939,8633,607,,,,,,,
928,7256,605,,,,,,,
934EX1,7276,605,,,,,,,
942,7548,605,,,,,,,
909,8649,604,,,,,,,
930EX1,6606,604,,,,,,,
902,7521,603,,,,,,,
934EX1,7172,603,,,,,,,
934EX1,7543,602,,,,,,,
910,9602,599,,,,,,,
931,8645,599,,,,,,,
900,8648,597,,,,,,,
907,7563,597,,,,,,,
908,8116,596,,,,,,,
913,7240,595,,,,,,,
942VP1,8167,595,,,,,,,
904,8635,593,,,,,,,
949,8600,593,,,,,,,
931,8634,592,,,,,,,
934EX1,7241,591,,,,,,,
942,8113,591,,,,,,,
933,7265,590,,,,,,,
901,8119,589,,,,,,,
908,8119,589,,,,,,,
931,7115,588,,,,,,,
942,7558,588,,,,,,,
955,9505,588,,,,,,,
908,8126,587,,,,,,,
918,7557,587,,,,,,,
908,7409,586,,,,,,,
927,8604,585,,,,,,,
943,7271,583,,,,,,,
904,7585,582,,,,,,,
934,7114,582,,,,,,,
900,7415,581,,,,,,,
927,7262,581,,,,,,,
909,8662,580,,,,,,,
934EX1,8605,580,,,,,,,
931,8628,579,,,,,,,
912,7134,578,,,,,,,
915,7418,578,,,,,,,
941,7262,578,,,,,,,
900,7516,577,,,,,,,
900,7548,577,,,,,,,
902,7418,577,,,,,,,
927,7118,576,,,,,,,
933,7272,575,,,,,,,
934,7275,574,,,,,,,
948,8622,572,,,,,,,
911,8417,571,,,,,,,
919,8145,570,,,,,,,
941,8602,570,,,,,,,
948,7129,569,,,,,,,
906,8157,568,,,,,,,
943,7268,568,,,,,,,
943,8602,568,,,,,,,
934,7272,567,,,,,,,
940,7118,566,,,,,,,
904,7276,565,,,,,,,
907,8115,565,,,,,,,
931,7544,565,,,,,,,
908,8125,564,,,,,,,
948,7112,564,,,,,,,
940,8644,562,,,,,,,
947,7516,562,,,,,,,
942VP1,7550,560,,,,,,,
921,9613,557,,,,,,,
908,8153,556,,,,,,,
939,8439,556,,,,,,,
940,8612,556,,,,,,,
947,8156,556,,,,,,,
902,7233,555,,,,,,,
919,8143,555,,,,,,,
903VP1,9103,554,,,,,,,
931,7582,554,,,,,,,
900,8171,553,,,,,,,
906,8107,553,,,,,,,
942,7561,553,,,,,,,
918,7560,552,,,,,,,
940,8418,552,,,,,,,
943,7249,552,,,,,,,
906,8111,551,,,,,,,
939,7257,551,,,,,,,
952,7514,551,,,,,,,
906,7229,550,,,,,,,
948,8210,549,,,,,,,
901,7564,548,,,,,,,
907,8106,547,,,,,,,
942,8165,547,,,,,,,
940,7255,546,,,,,,,
904,8210,545,,,,,,,
934,8438,545,,,,,,,
928,7262,544,,,,,,,
900,8652,543,,,,,,,
939,7140,543,,,,,,,
939DV1,8414,543,,,,,,,
902,8113,541,,,,,,,
900,7563,540,,,,,,,
901BI1,7521,540,,,,,,,
943BI1,7309,540,,,,,,,
948,8420,540,,,,,,,
932,8417,539,,,,,,,
939,7114,538,,,,,,,
915,7521,537,,,,,,,
939,7265,536,,,,,,,
900,7526,535,,,,,,,
901,8165,535,,,,,,,
901BI1,7501,535,,,,,,,
907,7228,535,,,,,,,
912,7108,535,,,,,,,
912,7254,534,,,,,,,
939,8609,534,,,,,,,
912BI1,7269,533,,,,,,,
928,8213,533,,,,,,,
934EX1,7114,533,,,,,,,
900,8655,529,,,,,,,
905,8622,529,,,,,,,
901,7571,526,,,,,,,
915,7558,526,,,,,,,
930EX1,6610,526,,,,,,,
939,7102,526,,,,,,,
939,7276,526,,,,,,,
908,7536,525,,,,,,,
901,7515,524,,,,,,,
932,7150,524,,,,,,,
931,7241,523,,,,,,,
902,7417,522,,,,,,,
944,8003,522,,,,,,,
948,8612,522,,,,,,,
900,7233,520,,,,,,,
902,7289,519,,,,,,,
912,7141,519,,,,,,,
934,8418,519,,,,,,,
948,7172,519,,,,,,,
908,7552,517,,,,,,,
919,8400,517,,,,,,,
955,8622,517,,,,,,,
939,8424,515,,,,,,,
915,8154,513,,,,,,,
917,8114,512,,,,,,,
941,8605,512,,,,,,,
902,7405,510,,,,,,,
907,8134,510,,,,,,,
919,8155,510,,,,,,,
925,7407,510,,,,,,,
931,7307,510,,,,,,,
940,7265,510,,,,,,,
942VP1,8162,509,,,,,,,
902,7208,508,,,,,,,
931,7123,508,,,,,,,
933,7245,508,,,,,,,
931,7131,507,,,,,,,
942,8138,507,,,,,,,
931,7150,505,,,,,,,
943,8439,505,,,,,,,
943BI1,7137,505,,,,,,,
948,8627,504,,,,,,,
927,7123,502,,,,,,,
942,7573,502,,,,,,,
917,8155,500,,,,,,,
952,7160,500,,,,,,,
900,8145,498,,,,,,,
908,8110,497,,,,,,,
908,8121,497,,,,,,,
911,7121,497,,,,,,,
949,8649,496,,,,,,,
919,8107,495,,,,,,,
931,8622,495,,,,,,,
937DV1,7586,495,,,,,,,
909,6602,494,,,,,,,
927,7269,494,,,,,,,
918,7516,493,,,,,,,
943,7152,493,,,,,,,
900,7536,491,,,,,,,
931,8413,491,,,,,,,
943,8638,491,,,,,,,
937DV1,8634,490,,,,,,,
919,8169,489,,,,,,,
934EX1,7110,489,,,,,,,
941,8624,489,,,,,,,
925,8138,488,,,,,,,
938,7527,488,,,,,,,
939,7130,488,,,,,,,
900,8667,486,,,,,,,
917,8124,486,,,,,,,
938,8133,486,,,,,,,
940,8636,486,,,,,,,
949,6609,486,,,,,,,
925,8142,485,,,,,,,
932,8424,485,,,,,,,
918,7571,484,,,,,,,
934EX1,7107,484,,,,,,,
939,8423,481,,,,,,,
906,7574,480,,,,,,,
936,8156,480,,,,,,,
954,6606,480,,,,,,,
906,8125,479,,,,,,,
942,8129,479,,,,,,,
919,8144,478,,,,,,,
933,7266,478,,,,,,,
934EX1,7311,478,,,,,,,
900,8118,477,,,,,,,
915,7522,477,,,,,,,
919,7521,477,,,,,,,
943,7112,477,,,,,,,
902,7411,476,,,,,,,
902,8132,476,,,,,,,
906,8146,476,,,,,,,
949DV1,6601,474,,,,,,,
900,7509,473,,,,,,,
918,8124,473,,,,,,,
934EX1,7302,473,,,,,,,
942,8152,473,,,,,,,
934EX1,8639,472,,,,,,,
947,7571,472,,,,,,,
950,7269,472,,,,,,,
934,7541,471,,,,,,,
934EX1,7301,471,,,,,,,
939,7543,471,,,,,,,
900,8664,470,,,,,,,
912,7274,469,,,,,,,
918,8115,469,,,,,,,
940,7246,469,,,,,,,
943,7270,468,,,,,,,
917,8145,467,,,,,,,
918,7279,467,,,,,,,
908,7550,466,,,,,,,
942,8106,466,,,,,,,
907,7229,465,,,,,,,
938,7522,465,,,,,,,
942,7201,465,,,,,,,
906,8153,464,,,,,,,
912,7147,463,,,,,,,
928,7278,463,,,,,,,
906,8165,462,,,,,,,
914,7265,462,,,,,,,
928,8622,462,,,,,,,
908,7526,461,,,,,,,
939,7150,460,,,,,,,
915,7506,459,,,,,,,
934EX1,7278,459,,,,,,,
912,7115,458,,,,,,,
915,7229,458,,,,,,,
921,9615,458,,,,,,,
954,6612,458,,,,,,,
901,8143,457,,,,,,,
918,8110,457,,,,,,,
901BI1,8652,455,,,,,,,
939,8438,454,,,,,,,
943BI1,7266,454,,,,,,,
939,8434,453,,,,,,,
902,7563,451,,,,,,,
905,8616,451,,,,,,,
940,8208,451,,,,,,,
948,8645,451,,,,,,,
901,7559,448,,,,,,,
918,8649,448,,,,,,,
939,8622,448,,,,,,,
931,8603,447,,,,,,,
938,8156,447,,,,,,,
940,8422,447,,,,,,,
939,7144,446,,,,,,,
939,7312,446,,,,,,,
900,7280,445,,,,,,,
909,8668,445,,,,,,,
918,7236,444,,,,,,,
904,7251,443,,,,,,,
912BI1,8429,443,,,,,,,
939,8616,443,,,,,,,
943,7133,443,,,,,,,
955,9506,443,,,,,,,
901,8127,442,,,,,,,
931,8412,442,,,,,,,
900,7296,441,,,,,,,
940,7134,441,,,,,,,
915,7503,440,,,,,,,
918,8653,440,,,,,,,
931,8647,440,,,,,,,
938,8652,440,,,,,,,
918,8143,439,,,,,,,
925,8154,439,,,,,,,
921,9605,438,,,,,,,
915,7201,437,,,,,,,
915,7562,436,,,,,,,
947,7565,436,,,,,,,
925,7400,435,,,,,,,
906,8136,434,,,,,,,
912,8418,434,,,,,,,
936,8146,434,,,,,,,
900,8147,433,,,,,,,
934,7110,433,,,,,,,
933DV1,7254,432,,,,,,,
939,7269,432,,,,,,,
942VP1,7569,432,,,,,,,
936,8110,431,,,,,,,
941,8627,431,,,,,,,
934EX1,8645,430,,,,,,,
952,8409,430,,,,,,,
901BI1,7405,428,,,,,,,
906,8110,428,,,,,,,
908,7290,428,,,,,,,
941,7313,427,,,,,,,
900,8123,426,,,,,,,
931,7118,426,,,,,,,
941,8603,424,,,,,,,
901,7285,423,,,,,,,
905EX1,9509,423,,,,,,,
932,8622,423,,,,,,,
940,8423,423,,,,,,,
906,7212,422,,,,,,,
931,7272,422,,,,,,,
919,8141,420,,,,,,,
938,8107,420,,,,,,,
949,6602,420,,,,,,,
949DV1,6604,420,,,,,,,
902,7234,419,,,,,,,
921,9603,419,,,,,,,
934EX1,8428,419,,,,,,,
918,8152,418,,,,,,,
934EX1,7274,418,,,,,,,
936,8133,418,,,,,,,
934EX1,7259,417,,,,,,,
901,8125,416,,,,,,,
934,7274,416,,,,,,,
943,7145,416,,,,,,,
900,7419,415,,,,,,,
942,7513,414,,,,,,,
954,6602,414,,,,,,,
904,8427,413,,,,,,,
936,8137,413,,,,,,,
938,7552,413,,,,,,,
938,8165,412,,,,,,,
901,7524,411,,,,,,,
919,8113,410,,,,,,,
900,7564,409,,,,,,,
901,7503,409,,,,,,,
918,8655,409,,,,,,,
901BI1,8664,408,,,,,,,
904,7167,408,,,,,,,
907,7411,408,,,,,,,
931,7121,408,,,,,,,
901,8123,407,,,,,,,
912,7306,407,,,,,,,
925,8124,407,,,,,,,
934,8605,407,,,,,,,
936,8116,406,,,,,,,
936,8165,406,,,,,,,
939,7309,406,,,,,,,
947,8107,406,,,,,,,
904,7265,405,,,,,,,
919,8139,405,,,,,,,
948,8614,405,,,,,,,
901,7563,404,,,,,,,
901,7572,404,,,,,,,
915,7524,404,,,,,,,
921,9610,404,,,,,,,
931,7312,404,,,,,,,
909,8659,403,,,,,,,
931,8428,403,,,,,,,
921,9607,402,,,,,,,
934,8412,402,,,,,,,
900,7289,401,,,,,,,
917,8110,401,,,,,,,
942,7549,401,,,,,,,
904,8609,400,,,,,,,
954,6600,400,,,,,,,
908,8656,399,,,,,,,
907,8114,398,,,,,,,
908,8122,398,,,,,,,
915,7534,396,,,,,,,
939,8412,396,,,,,,,
915,7516,395,,,,,,,
901BI1,8661,394,,,,,,,
904,7247,394,,,,,,,
931,8636,394,,,,,,,
943,8631,393,,,,,,,
900,8658,392,,,,,,,
906,7207,392,,,,,,,
915,8129,391,,,,,,,
931,8423,391,,,,,,,
940,8645,390,,,,,,,
942VP1,7558,390,,,,,,,
947,8151,390,,,,,,,
908,7534,389,,,,,,,
912,8616,389,,,,,,,
925,8407,389,,,,,,,
948,8633,389,,,,,,,
900,8649,388,,,,,,,
932,7137,388,,,,,,,
934,7544,388,,,,,,,
900,8166,387,,,,,,,
917,8120,387,,,,,,,
919,7540,387,,,,,,,
931,8416,387,,,,,,,
941,7248,387,,,,,,,
912,7300,386,,,,,,,
931,8210,386,,,,,,,
936,8125,386,,,,,,,
943,8413,386,,,,,,,
942VP1,8405,385,,,,,,,
925,7417,384,,,,,,,
947,7266,384,,,,,,,
915,7404,383,,,,,,,
941,8643,383,,,,,,,
902,7296,382,,,,,,,
904,7107,382,,,,,,,
933,7267,382,,,,,,,
921,9611,381,,,,,,,
908,8114,379,,,,,,,
912,7253,378,,,,,,,
933DV1,7240,378,,,,,,,
908,7547,377,,,,,,,
932,8638,377,,,,,,,
900,7560,376,,,,,,,
925,8126,376,,,,,,,
900,7292,375,,,,,,,
918,8132,374,,,,,,,
925,8135,374,,,,,,,
931,8436,374,,,,,,,
941,8628,374,,,,,,,
900,7551,373,,,,,,,
917,7528,372,,,,,,,
940,7248,372,,,,,,,
908,7400,371,,,,,,,
932,8419,371,,,,,,,
938,8137,371,,,,,,,
942,7269,370,,,,,,,
914,7246,369,,,,,,,
912DV1,7135,368,,,,,,,
934EX1,7306,368,,,,,,,
900,7561,367,,,,,,,
901BI1,8601,367,,,,,,,
919,7565,367,,,,,,,
927,8603,367,,,,,,,
934EX1,7257,367,,,,,,,
900,8142,366,,,,,,,
912,7241,366,,,,,,,
904,7111,365,,,,,,,
940,7305,364,,,,,,,
936,7522,363,,,,,,,
921,9624,362,,,,,,,
931,7127,362,,,,,,,
931,8435,362,,,,,,,
941,7253,362,,,,,,,
943BI1,8418,362,,,,,,,
915,8126,361,,,,,,,
936,8106,361,,,,,,,
942VP1,7566,361,,,,,,,
942,7572,360,,,,,,,
949,8601,360,,,,,,,
900,8113,359,,,,,,,
904,8206,359,,,,,,,
900,8661,358,,,,,,,
908,7513,358,,,,,,,
918,7558,358,,,,,,,
938,8118,358,,,,,,,
904,7113,357,,,,,,,
908,8652,357,,,,,,,
936,7569,357,,,,,,,
943,7582,357,,,,,,,
911,8608,356,,,,,,,
942,8410,356,,,,,,,
948,7308,355,,,,,,,
912,7126,354,,,,,,,
921,9620,353,,,,,,,
934,7582,353,,,,,,,
936,7229,353,,,,,,,
945,8210,353,,,,,,,
915,7528,352,,,,,,,
918,8119,352,,,,,,,
927,8610,352,,,,,,,
941,8213,352,,,,,,,
919,7234,350,,,,,,,
938,8131,350,,,,,,,
942VP1,8147,350,,,,,,,
901,7296,349,,,,,,,
906,7571,349,,,,,,,
906,8170,349,,,,,,,
909,8664,349,,,,,,,
912BI1,7127,349,,,,,,,
934EX1,8607,349,,,,,,,
915,7551,348,,,,,,,
919,8167,348,,,,,,,
934EX1,7146,348,,,,,,,
937,8208,348,,,,,,,
944,9111,348,,,,,,,
927,8605,345,,,,,,,
908,7560,344,,,,,,,
939DV1,8628,344,,,,,,,
911,8634,342,,,,,,,
912BI1,7145,342,,,,,,,
931,7140,342,,,,,,,
938,8173,342,,,,,,,
943,7125,342,,,,,,,
947,8411,341,,,,,,,
952,8154,341,,,,,,,
902,8119,340,,,,,,,
955,9504,340,,,,,,,
912BI1,7121,339,,,,,,,
917,8131,339,,,,,,,
952,8115,339,,,,,,,
907,7417,336,,,,,,,
909,8665,336,,,,,,,
917,7202,336,,,,,,,
938,8170,336,,,,,,,
942,8120,336,,,,,,,
947,8652,336,,,,,,,
948,7128,336,,,,,,,
915,7287,335,,,,,,,
919,7419,335,,,,,,,
947VP1,7507,335,,,,,,,
900,7556,334,,,,,,,
906,8114,333,,,,,,,
900,7514,332,,,,,,,
904,7302,332,,,,,,,
906,8123,332,,,,,,,
942VP1,8128,332,,,,,,,
905,7304,331,,,,,,,
914,7244,331,,,,,,,
919,7229,331,,,,,,,
941,7257,331,,,,,,,
904,7239,330,,,,,,,
912BI1,7109,330,,,,,,,
904,7134,329,,,,,,,
906,8135,329,,,,,,,
910,9609,329,,,,,,,
945,8212,329,,,,,,,
918,8137,328,,,,,,,
934EX1,7265,328,,,,,,,
937,8604,328,,,,,,,
942,8123,327,,,,,,,
900,7401,326,,,,,,,
904,7268,326,,,,,,,
904,7270,326,,,,,,,
932,7118,326,,,,,,,
933,7253,325,,,,,,,
936,7297,325,,,,,,,
937,7276,325,,,,,,,
900,8137,324,,,,,,,
904,7115,324,,,,,,,
937,8644,324,,,,,,,
915,7405,323,,,,,,,
921,9619,323,,,,,,,
947,8114,323,,,,,,,
952,7200,323,,,,,,,
900,7416,322,,,,,,,
918,8121,322,,,,,,,
925,8152,322,,,,,,,
931,8207,322,,,,,,,
932,8213,322,,,,,,,
947,7510,321,,,,,,,
948,7136,321,,,,,,,
908,7500,319,,,,,,,
937,8633,319,,,,,,,
943,8641,319,,,,,,,
912,8417,318,,,,,,,
917,8136,318,,,,,,,
901,7236,317,,,,,,,
914,8629,317,,,,,,,
912BI1,7143,315,,,,,,,
900,7210,314,,,,,,,
942VP1,8400,314,,,,,,,
904,7586,313,,,,,,,
905,8612,313,,,,,,,
942,7529,313,,,,,,,
942VP1,8146,313,,,,,,,
952,7566,313,,,,,,,
922,9618,312,,,,,,,
905EX1,9511,311,,,,,,,
908,7294,311,,,,,,,
912,8414,311,,,,,,,
925,8157,310,,,,,,,
927,7239,310,,,,,,,
932DV1,7127,310,,,,,,,
934,8617,310,,,,,,,
904,8617,309,,,,,,,
902,8127,308,,,,,,,
915,7563,308,,,,,,,
932DV1,7100,308,,,,,,,
900,7512,307,,,,,,,
904,7266,307,,,,,,,
942VP1,7238,307,,,,,,,
905,8643,306,,,,,,,
918,8151,306,,,,,,,
937,8603,306,,,,,,,
942VP1,7503,306,,,,,,,
901BI1,7572,305,,,,,,,
906,8169,305,,,,,,,
918,7556,305,,,,,,,
915,7554,304,,,,,,,
925,7547,304,,,,,,,
942VP1,7562,304,,,,,,,
945,8603,304,,,,,,,
900,7570,302,,,,,,,
900,8156,301,,,,,,,
927,7544,301,,,,,,,
932,7119,301,,,,,,,
912,7127,300,,,,,,,
915,7212,300,,,,,,,
925,8121,300,,,,,,,
901BI1,7418,299,,,,,,,
907,8126,299,,,,,,,
912,7106,299,,,,,,,
927,7106,299,,,,,,,
927,7126,299,,,,,,,
906,8134,298,,,,,,,
912,7276,298,,,,,,,
934,7153,298,,,,,,,
900,7285,297,,,,,,,
900,8136,297,,,,,,,
921,9622,297,,,,,,,
938,8134,297,,,,,,,
906,8138,296,,,,,,,
907,8107,296,,,,,,,
918,7565,296,,,,,,,
934EX1,7267,296,,,,,,,
906,8166,295,,,,,,,
927,7266,295,,,,,,,
936,8154,295,,,,,,,
900,7405,294,,,,,,,
900,7517,294,,,,,,,
932,7271,294,,,,,,,
947,7573,293,,,,,,,
948,8620,293,,,,,,,
911,8433,292,,,,,,,
937,7270,292,,,,,,,
938,8111,292,,,,,,,
904,7241,291,,,,,,,
942,7160,291,,,,,,,
950,7249,291,,,,,,,
901,8134,290,,,,,,,
917,8150,290,,,,,,,
934EX1,8434,290,,,,,,,
948,8423,290,,,,,,,
910,9606,289,,,,,,,
912,8609,289,,,,,,,
913,7272,289,,,,,,,
917,8142,289,,,,,,,
936,7202,289,,,,,,,
942,7534,289,,,,,,,
908,7505,288,,,,,,,
952,7503,288,,,,,,,
954,6605,288,,,,,,,
932,7135,287,,,,,,,
947,7206,287,,,,,,,
952,7568,287,,,,,,,
927,7243,286,,,,,,,
938,7236,286,,,,,,,
915,8127,285,,,,,,,
931,7114,285,,,,,,,
932,8210,285,,,,,,,
900,8165,284,,,,,,,
908,7527,284,,,,,,,
942,8614,284,,,,,,,
948,7133,284,,,,,,,
912,7143,283,,,,,,,
947,7518,283,,,,,,,
927,8615,282,,,,,,,
907,8133,281,,,,,,,
912,7259,280,,,,,,,
931,8602,280,,,,,,,
906,8143,279,,,,,,,
917,8116,279,,,,,,,
932,7584,279,,,,,,,
942,8409,279,,,,,,,
904,7118,278,,,,,,,
904,8620,278,,,,,,,
937DV1,8617,278,,,,,,,
945,8639,278,,,,,,,
915,8133,277,,,,,,,
933DV1,7251,277,,,,,,,
942,8654,277,,,,,,,
900,8135,276,,,,,,,
907,7413,276,,,,,,,
918,8165,276,,,,,,,
949DV1,8650,276,,,,,,,
915,8203,275,,,,,,,
932,8637,274,,,,,,,
912DV1,8417,273,,,,,,,
942VP1,7522,273,,,,,,,
936,8119,272,,,,,,,
915,8113,271,,,,,,,
941,8633,271,,,,,,,
930,7537,270,,,,,,,
931,8624,270,,,,,,,
943,8412,270,,,,,,,
918,7539,269,,,,,,,
901,8657,268,,,,,,,
942,7555,268,,,,,,,
907,8209,267,,,,,,,
913,7255,267,,,,,,,
908,8129,265,,,,,,,
921,9621,265,,,,,,,
904,8624,264,,,,,,,
919,7283,264,,,,,,,
934,8417,264,,,,,,,
943,8605,264,,,,,,,
947,7208,264,,,,,,,
936,7539,263,,,,,,,
943,8625,263,,,,,,,
909,6604,262,,,,,,,
931,8637,262,,,,,,,
937DV1,7276,262,,,,,,,
950,8614,262,,,,,,,
902,8133,261,,,,,,,
908,8162,261,,,,,,,
917,8138,261,,,,,,,
925,7512,261,,,,,,,
900,7287,260,,,,,,,
908,8131,260,,,,,,,
912,7145,260,,,,,,,
925,7200,258,,,,,,,
925,7209,258,,,,,,,
930,8656,258,,,,,,,
909,8648,257,,,,,,,
936,8138,257,,,,,,,
947,8409,257,,,,,,,
915,8659,256,,,,,,,
939,7262,256,,,,,,,
942VP1,7237,255,,,,,,,
932,7149,254,,,,,,,
915,7318,252,,,,,,,
919,7564,252,,,,,,,
936,7402,252,,,,,,,
938,8167,252,,,,,,,
939,7112,252,,,,,,,
900,7228,251,,,,,,,
934,8422,251,,,,,,,
950,7270,251,,,,,,,
904,8614,250,,,,,,,
925,7315,250,,,,,,,
914,7268,249,,,,,,,
915,7517,248,,,,,,,
927,8207,248,,,,,,,
918,7554,246,,,,,,,
925,7316,246,,,,,,,
934EX1,7118,246,,,,,,,
934EX1,7137,246,,,,,,,
947VP1,8403,246,,,,,,,
900,8125,245,,,,,,,
907,8170,245,,,,,,,
912BI1,7273,245,,,,,,,
939DV1,8425,245,,,,,,,
941,8636,245,,,,,,,
943,8414,245,,,,,,,
927,8417,244,,,,,,,
900,7533,243,,,,,,,
921,9614,243,,,,,,,
949,8651,243,,,,,,,
901BI1,7287,242,,,,,,,
919,8151,242,,,,,,,
942,8125,242,,,,,,,
931,8604,241,,,,,,,
934,8604,241,,,,,,,
943,7251,241,,,,,,,
945,7268,241,,,,,,,
900,7553,240,,,,,,,
901,8166,240,,,,,,,
927,7249,240,,,,,,,
948,8616,240,,,,,,,
912,7140,239,,,,,,,
915,7296,238,,,,,,,
901BI1,7529,237,,,,,,,
918,7285,237,,,,,,,
925,7288,237,,,,,,,
927,8438,236,,,,,,,
947,7201,236,,,,,,,
902,7540,235,,,,,,,
908,8660,235,,,,,,,
915,7556,235,,,,,,,
915,8107,234,,,,,,,
939,8630,234,,,,,,,
900,8144,233,,,,,,,
921,9612,233,,,,,,,
925,8113,233,,,,,,,
927,7255,232,,,,,,,
940,7269,232,,,,,,,
948,7109,232,,,,,,,
934,8636,231,,,,,,,
903VP1,8003,230,,,,,,,
936,8157,230,,,,,,,
900,7293,229,,,,,,,
901,8658,229,,,,,,,
915,7202,229,,,,,,,
900,8143,228,,,,,,,
909,8666,228,,,,,,,
930EX1,8601,228,,,,,,,
901,7284,227,,,,,,,
941,8635,227,,,,,,,
900,8112,226,,,,,,,
906,7407,226,,,,,,,
908,7404,226,,,,,,,
904,7126,224,,,,,,,
906,7279,224,,,,,,,
912,7273,224,,,,,,,
919,8110,224,,,,,,,
948,7127,224,,,,,,,
908,7279,223,,,,,,,
908,7292,223,,,,,,,
915,7411,223,,,,,,,
947VP1,7548,223,,,,,,,
904,8627,222,,,,,,,
915,7289,222,,,,,,,
925,8171,222,,,,,,,
947,7267,222,,,,,,,
901,7282,220,,,,,,,
913,8624,220,,,,,,,
915,7538,220,,,,,,,
925,8144,220,,,,,,,
928,7250,220,,,,,,,
947,7560,220,,,,,,,
902,7504,219,,,,,,,
915,8411,219,,,,,,,
943,8429,219,,,,,,,
931,7128,218,,,,,,,
942,8116,218,,,,,,,
947,7527,218,,,,,,,
918,7519,217,,,,,,,
922,9605,217,,,,,,,
934,7117,217,,,,,,,
915,8116,216,,,,,,,
934EX1,7101,216,,,,,,,
949DV1,6608,216,,,,,,,
900,7288,215,,,,,,,
900,8155,215,,,,,,,
900,8662,215,,,,,,,
915,7162,215,,,,,,,
915,7294,215,,,,,,,
936,8131,215,,,,,,,
952,7564,215,,,,,,,
952,8649,215,,,,,,,
907,8119,214,,,,,,,
925,8170,214,,,,,,,
939,8602,214,,,,,,,
942,7556,214,,,,,,,
945,7271,214,,,,,,,
915,7504,213,,,,,,,
927,7301,213,,,,,,,
901,8648,212,,,,,,,
904,8419,212,,,,,,,
911,7123,212,,,,,,,
925,7294,212,,,,,,,
943,7246,212,,,,,,,
949DV1,6602,212,,,,,,,
901BI1,7513,211,,,,,,,
908,8171,210,,,,,,,
901BI1,7410,209,,,,,,,
936,7296,209,,,,,,,
938,8114,209,,,,,,,
943,8428,209,,,,,,,
948,8642,209,,,,,,,
912,7243,208,,,,,,,
930DV1,8665,208,,,,,,,
937,8608,208,,,,,,,
945DV1,7302,208,,,,,,,
904,7584,207,,,,,,,
908,7510,207,,,,,,,
909,8653,207,,,,,,,
934EX1,8604,207,,,,,,,
952,7508,207,,,,,,,
942,7563,206,,,,,,,
949DV1,6603,206,,,,,,,
904,8431,205,,,,,,,
915,8170,205,,,,,,,
942,7249,205,,,,,,,
925,7202,204,,,,,,,
904,8422,203,,,,,,,
908,8106,203,,,,,,,
943,8205,203,,,,,,,
948DV1,7114,203,,,,,,,
939,7261,202,,,,,,,
900,8132,201,,,,,,,
904,7112,201,,,,,,,
939DV1,7132,201,,,,,,,
927,7153,200,,,,,,,
936,8121,200,,,,,,,
942,7417,200,,,,,,,
901,8110,199,,,,,,,
901,8156,199,,,,,,,
904,7271,199,,,,,,,
907,8128,199,,,,,,,
915,7560,199,,,,,,,
925,7562,199,,,,,,,
901,7291,198,,,,,,,
905,7273,198,,,,,,,
915,7208,198,,,,,,,
925,7162,198,,,,,,,
939,7118,198,,,,,,,
952,7162,198,,,,,,,
908,7569,197,,,,,,,
940,7271,197,,,,,,,
943,7129,197,,,,,,,
900,8126,196,,,,,,,
934,8645,196,,,,,,,
939,8430,196,,,,,,,
912,7272,195,,,,,,,
952,7556,195,,,,,,,
906,7234,194,,,,,,,
917,7546,194,,,,,,,
947VP1,7556,194,,,,,,,
954,6610,194,,,,,,,
906,7233,193,,,,,,,
932,7153,192,,,,,,,
942VP1,8406,192,,,,,,,
915,8156,191,,,,,,,
947,8402,191,,,,,,,
903,6614,190,,,,,,,
913,7271,190,,,,,,,
927,7310,190,,,,,,,
936,7538,190,,,,,,,
945,8613,190,,,,,,,
947,8111,190,,,,,,,
901BI1,8660,189,,,,,,,
915,8123,189,,,,,,,
915,8648,189,,,,,,,
925,8125,189,,,,,,,
925,8652,189,,,,,,,
936,7212,189,,,,,,,
900,8134,188,,,,,,,
904,7121,188,,,,,,,
908,8654,188,,,,,,,
918,7208,187,,,,,,,
931,7311,187,,,,,,,
939DV1,8435,187,,,,,,,
943,7262,187,,,,,,,
901,8146,186,,,,,,,
906,8141,186,,,,,,,
940,8630,186,,,,,,,
948DV1,8206,186,,,,,,,
927,8625,185,,,,,,,
931,8638,185,,,,,,,
900,8128,184,,,,,,,
908,7509,184,,,,,,,
900,7538,183,,,,,,,
902,7280,183,,,,,,,
918,8162,183,,,,,,,
921,9617,183,,,,,,,
901,7290,182,,,,,,,
908,8165,182,,,,,,,
915,8667,182,,,,,,,
918,8117,182,,,,,,,
934,8606,181,,,,,,,
952,8203,181,,,,,,,
901,8106,180,,,,,,,
949,6612,180,,,,,,,
911,7243,179,,,,,,,
911,8424,179,,,,,,,
938,8150,179,,,,,,,
942VP1,8402,179,,,,,,,
902,7229,178,,,,,,,
909,8660,178,,,,,,,
907,7291,177,,,,,,,
913,7239,177,,,,,,,
919,7562,177,,,,,,,
919,8409,177,,,,,,,
913,7250,176,,,,,,,
925,7296,176,,,,,,,
915,7288,175,,,,,,,
915,7566,174,,,,,,,
